year_fall,term_fall,crn_fall,professor,course,gpa_fall,n_students_fall,instruction_method_fall,As_fall,Bs_fall,Cs_fall,Ds_fall,Fs_fall,withdrawal_while_failing_fall,As_through_WFs_fall,DWFs_fall,other_fall,A_plus_fall,A_regular_fall,A_minus_fall,B_plus_fall,B_regular_fall,B_minus_fall,C_plus_fall,C_regular_fall,C_minus_fall,D_regular_fall,F_regular_fall,year_spring,term_spring,crn_spring,gpa_spring,n_students_spring,instruction_method_spring,As_spring,Bs_spring,Cs_spring,Ds_spring,Fs_spring,withdrawal_while_failing_spring,As_through_WFs_spring,DWFs_spring,other_spring,A_plus_spring,A_regular_spring,A_minus_spring,B_plus_spring,B_regular_spring,B_minus_spring,C_plus_spring,C_regular_spring,C_minus_spring,D_regular_spring,F_regular_spring,diff
2019,Spring,16875,"Chowdhury, Ashraful",MATH 1001,1.89,30,NULL,4,6,8,1,8,0,27,40,0,0,4,0,0,6,0,0,8,0,1,8,2020,Spring,22874,1.59,23,NULL,2,3,5,0,7,0,17,56.5,0,0,2,0,0,3,0,0,5,0,0,7,-0.2999999999999998
2019,Spring,16876,"Box, Cynthia",MATH 1001,2.67,30,NULL,10,7,5,1,4,0,27,26.7,0,0,10,0,0,7,0,0,5,0,1,4,2020,Spring,16250,2.24,30,NULL,5,3,11,5,1,0,25,36.7,0,0,5,0,0,3,0,0,11,0,5,1,-0.4299999999999997
2019,Spring,16876,"Box, Cynthia",MATH 1001,2.67,30,NULL,10,7,5,1,4,0,27,26.7,0,0,10,0,0,7,0,0,5,0,1,4,2020,Spring,16251,2.23,29,NULL,7,6,5,2,6,0,26,37.9,0,0,7,0,0,6,0,0,5,0,2,6,-0.43999999999999995
2019,Spring,16876,"Box, Cynthia",MATH 1001,2.67,30,NULL,10,7,5,1,4,0,27,26.7,0,0,10,0,0,7,0,0,5,0,1,4,2020,Spring,18117,1.58,29,NULL,1,6,3,2,7,0,19,65.5,0,0,1,0,0,6,0,0,3,0,2,7,-1.0899999999999999
2019,Spring,16877,"Baptiste, Denise",MATH 1001,2.56,30,NULL,8,8,5,3,3,0,27,30,0,0,8,0,0,8,0,0,5,0,3,3,2020,Spring,16252,2.48,30,NULL,4,13,6,0,4,0,27,20,1,0,4,0,0,13,0,0,6,0,0,4,-0.08000000000000007
2019,Spring,16877,"Baptiste, Denise",MATH 1001,2.56,30,NULL,8,8,5,3,3,0,27,30,0,0,8,0,0,8,0,0,5,0,3,3,2020,Spring,16255,1.4,26,NULL,1,4,6,0,9,0,20,50,2,0,1,0,0,4,0,0,6,0,0,9,-1.1600000000000001
2019,Spring,16877,"Baptiste, Denise",MATH 1001,2.56,30,NULL,8,8,5,3,3,0,27,30,0,0,8,0,0,8,0,0,5,0,3,3,2020,Spring,18119,1.29,24,NULL,1,5,4,0,11,0,21,54.2,1,0,1,0,0,5,0,0,4,0,0,11,-1.27
2019,Spring,16878,"Patterson, Nikita",MATH 1001,2.52,29,NULL,4,11,9,1,2,0,27,17.2,0,0,4,0,0,11,0,0,9,0,1,2,2020,Spring,19944,2.52,26,E,7,4,8,2,2,0,23,23.1,1,0,7,0,0,4,0,0,8,0,2,2,0
2019,Spring,16878,"Patterson, Nikita",MATH 1001,2.52,29,NULL,4,11,9,1,2,0,27,17.2,0,0,4,0,0,11,0,0,9,0,1,2,2020,Spring,19945,2.55,25,E,6,7,3,0,4,0,20,36,0,0,6,0,0,7,0,0,3,0,0,4,0.029999999999999805
2019,Spring,16879,"Deliu, Anca",MATH 1001,2.14,30,NULL,4,6,5,3,4,0,22,43.3,2,0,4,0,0,6,0,0,5,0,3,4,2020,Spring,16254,2.21,20,NULL,3,8,3,0,5,0,19,30,0,0,3,0,0,8,0,0,3,0,0,5,0.06999999999999984
2019,Spring,16879,"Deliu, Anca",MATH 1001,2.14,30,NULL,4,6,5,3,4,0,22,43.3,2,0,4,0,0,6,0,0,5,0,3,4,2020,Spring,17866,2.04,29,NULL,4,11,3,0,9,0,27,37.9,0,0,4,0,0,11,0,0,3,0,0,9,-0.10000000000000009
2019,Spring,16880,"Baptiste, Denise",MATH 1001,1.43,30,NULL,2,1,9,4,7,0,23,53.3,2,0,2,0,0,1,0,0,9,0,4,7,2020,Spring,16252,2.48,30,NULL,4,13,6,0,4,0,27,20,1,0,4,0,0,13,0,0,6,0,0,4,1.05
2019,Spring,16880,"Baptiste, Denise",MATH 1001,1.43,30,NULL,2,1,9,4,7,0,23,53.3,2,0,2,0,0,1,0,0,9,0,4,7,2020,Spring,16255,1.4,26,NULL,1,4,6,0,9,0,20,50,2,0,1,0,0,4,0,0,6,0,0,9,-0.030000000000000027
2019,Spring,16880,"Baptiste, Denise",MATH 1001,1.43,30,NULL,2,1,9,4,7,0,23,53.3,2,0,2,0,0,1,0,0,9,0,4,7,2020,Spring,18119,1.29,24,NULL,1,5,4,0,11,0,21,54.2,1,0,1,0,0,5,0,0,4,0,0,11,-0.1399999999999999
2019,Spring,16882,"Aslam, Mohammad",MATH 1111,2.71,23,NULL,6,4,4,2,1,0,17,39.1,0,0,6,0,0,4,0,0,4,0,2,1,2020,Spring,16261,2.61,27,NULL,5,7,2,2,2,0,18,48.2,0,0,5,0,0,7,0,0,2,0,2,2,-0.10000000000000009
2019,Spring,16882,"Aslam, Mohammad",MATH 1111,2.71,23,NULL,6,4,4,2,1,0,17,39.1,0,0,6,0,0,4,0,0,4,0,2,1,2020,Spring,18300,2.39,30,NULL,5,8,5,1,4,0,23,40,0,0,5,0,0,8,0,0,5,0,1,4,-0.31999999999999984
2019,Spring,16884,"Kar, Avijit",MATH 1111,1.35,29,NULL,2,4,7,1,12,0,26,55.2,0,0,2,0,0,4,0,0,7,0,1,12,2020,Spring,16259,3.19,29,NULL,15,7,2,1,2,0,27,17.2,0,0,15,0,0,7,0,0,2,0,1,2,1.8399999999999999
2019,Spring,16884,"Kar, Avijit",MATH 1111,1.35,29,NULL,2,4,7,1,12,0,26,55.2,0,0,2,0,0,4,0,0,7,0,1,12,2020,Spring,16263,3.07,29,NULL,10,14,2,0,2,0,28,10.3,0,0,10,0,0,14,0,0,2,0,0,2,1.7199999999999998
2019,Spring,16885,"Kar, Avijit",MATH 1111,2.11,22,NULL,5,2,4,4,3,0,18,45.5,1,0,5,0,0,2,0,0,4,0,4,3,2020,Spring,16259,3.19,29,NULL,15,7,2,1,2,0,27,17.2,0,0,15,0,0,7,0,0,2,0,1,2,1.08
2019,Spring,16885,"Kar, Avijit",MATH 1111,2.11,22,NULL,5,2,4,4,3,0,18,45.5,1,0,5,0,0,2,0,0,4,0,4,3,2020,Spring,16263,3.07,29,NULL,10,14,2,0,2,0,28,10.3,0,0,10,0,0,14,0,0,2,0,0,2,0.96
2019,Spring,16886,"Aslam, Mohammad",MATH 1111,1.3,13,NULL,1,1,3,0,5,0,10,61.5,0,0,1,0,0,1,0,0,3,0,0,5,2020,Spring,16261,2.61,27,NULL,5,7,2,2,2,0,18,48.2,0,0,5,0,0,7,0,0,2,0,2,2,1.3099999999999998
2019,Spring,16886,"Aslam, Mohammad",MATH 1111,1.3,13,NULL,1,1,3,0,5,0,10,61.5,0,0,1,0,0,1,0,0,3,0,0,5,2020,Spring,18300,2.39,30,NULL,5,8,5,1,4,0,23,40,0,0,5,0,0,8,0,0,5,0,1,4,1.09
2019,Spring,16887,"Chowdhury, Ashraful",MATH 1111,1.57,25,NULL,1,7,5,1,9,0,23,48,0,0,1,0,0,7,0,0,5,0,1,9,2020,Spring,16262,2.38,14,NULL,4,3,3,0,3,0,13,28.6,0,0,4,0,0,3,0,0,3,0,0,3,0.8099999999999998
2019,Spring,16891,"Chowdhury, Ashraful",MATH 1111,1.41,18,NULL,1,4,3,2,7,0,17,55.6,0,0,1,0,0,4,0,0,3,0,2,7,2020,Spring,16262,2.38,14,NULL,4,3,3,0,3,0,13,28.6,0,0,4,0,0,3,0,0,3,0,0,3,0.97
2019,Spring,16894,"Miller, Kari",ENGL 1102,2.33,24,E,5,6,2,0,5,0,18,41.7,1,0,5,0,0,6,0,0,2,0,0,5,2020,Spring,19008,3.6,26,E,18,6,0,0,1,0,25,7.7,0,0,18,0,0,6,0,0,0,0,0,1,1.27
2019,Spring,16898,"Jones, Alyse",ENGL 2110,2.23,30,E,6,5,8,3,4,0,26,36.7,0,0,6,0,0,5,0,0,8,0,3,4,2020,Spring,16270,2.5,19,E,2,8,2,4,0,0,16,36.8,0,0,2,0,0,8,0,0,2,0,4,0,0.27
2019,Spring,16900,"Duncan, Jennifer",ENGL 2110,1.7,29,E,3,4,6,3,7,0,23,55.2,0,0,3,0,0,4,0,0,6,0,3,7,2020,Spring,16268,2.5,18,E,3,3,7,0,1,0,14,27.8,0,0,3,0,0,3,0,0,7,0,0,1,0.8
2019,Spring,16900,"Duncan, Jennifer",ENGL 2110,1.7,29,E,3,4,6,3,7,0,23,55.2,0,0,3,0,0,4,0,0,6,0,3,7,2020,Spring,16272,2.67,28,E,3,13,6,1,1,0,24,21.4,0,0,2,1,0,13,0,0,6,0,1,1,0.97
2019,Spring,16901,"Wisner, Linell",ENGL 2120,3.3,28,E,18,4,2,1,2,0,27,14.3,0,0,18,0,0,4,0,0,2,0,1,2,2020,Spring,16273,3.58,28,E,19,4,2,1,0,0,26,10.7,0,0,19,0,0,4,0,0,2,0,1,0,0.28000000000000025
2019,Spring,16901,"Wisner, Linell",ENGL 2120,3.3,28,E,18,4,2,1,2,0,27,14.3,0,0,18,0,0,4,0,0,2,0,1,2,2020,Spring,21987,4,6,E,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0.7000000000000002
2019,Spring,16902,"Bazemore, Na Keya",ENGL 2130,1.16,26,E,0,3,5,3,8,0,19,65.4,1,0,0,0,0,3,0,0,5,0,3,8,2020,Spring,17068,1.91,13,E,1,1,6,2,1,0,11,38.5,0,0,1,0,0,1,0,0,6,0,2,1,0.75
2019,Spring,16903,"Jones, Lee",ENGL 2130,2.77,30,E,9,9,4,1,3,0,26,26.7,0,0,9,0,0,9,0,0,4,0,1,3,2020,Spring,16275,3.39,26,E,11,10,2,0,0,0,23,7.7,1,0,11,0,0,10,0,0,2,0,0,0,0.6200000000000001
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13793,3.76,45,T,34,11,0,0,0,0,45,0,0,0,34,0,0,11,0,0,0,0,0,0,-0.040000000000000036
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13794,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13797,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13799,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13800,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13801,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13802,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13876,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13877,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,13878,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,16276,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,16277,3.86,7,T,6,1,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0.06000000000000005
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22106,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22108,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22109,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22110,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22111,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22112,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,-0.1299999999999999
2019,Spring,16906,"Schober-Peterson, Debra",CSD 7910.00,3.8,6,T,4,1,0,0,0,0,5,16.7,0,0,4,0,0,1,0,0,0,0,0,0,2020,Spring,22113,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.03000000000000025
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13793,3.76,45,T,34,11,0,0,0,0,45,0,0,0,34,0,0,11,0,0,0,0,0,0,0.4299999999999997
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13794,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13797,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13799,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13800,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13801,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13802,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13876,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13877,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,13878,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,16276,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,16277,3.86,7,T,6,1,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0.5299999999999998
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22106,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22108,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22109,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22110,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22111,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22112,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0.33999999999999986
2019,Spring,16907,"Schober-Peterson, Debra",CSD 7910.00,3.33,6,T,2,4,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,2020,Spring,22113,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.5
2019,Spring,16909,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,13803,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.71
2019,Spring,16909,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,13804,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.0900000000000003
2019,Spring,16909,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,16279,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.0900000000000003
2019,Spring,16909,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,22294,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.71
2019,Spring,16910,"Jensen, Beth",ENGL 2130,2.26,30,E,2,6,8,1,2,0,19,33.3,4,0,2,0,0,6,0,0,8,0,1,2,2020,Spring,16274,2.55,12,E,1,6,3,0,1,0,11,8.3,1,0,1,0,0,6,0,0,3,0,0,1,0.29000000000000004
2019,Spring,16910,"Jensen, Beth",ENGL 2130,2.26,30,E,2,6,8,1,2,0,19,33.3,4,0,2,0,0,6,0,0,8,0,1,2,2020,Spring,16280,2.47,22,E,3,5,10,0,1,0,19,18.2,0,0,3,0,0,5,0,0,10,0,0,1,0.2100000000000004
2019,Spring,16911,"Holley, Karen",RSCH 1203,3.24,24,E,17,0,0,0,4,0,21,20.8,2,0,17,0,0,0,0,0,0,0,0,4,2020,Spring,18911,3.4,21,E,17,0,0,0,3,0,20,19.1,0,0,17,0,0,0,0,0,0,0,0,3,0.1599999999999997
2019,Spring,16912,"Morgan, Don",RSCH 1203,3.33,25,E,20,0,0,0,4,0,24,16,1,0,20,0,0,0,0,0,0,0,0,4,2020,Spring,16341,3.4,24,E,17,0,0,0,3,0,20,16.7,3,0,17,0,0,0,0,0,0,0,0,3,0.06999999999999984
2019,Spring,16922,"Griffin, William",MATH 2211,1.39,25,NULL,2,3,6,3,9,0,23,56,0,0,2,0,0,3,0,0,6,0,3,9,2020,Spring,16290,2.81,18,NULL,6,5,2,2,1,0,16,27.8,0,0,6,0,0,5,0,0,2,0,2,1,1.4200000000000002
2019,Spring,16923,"Griffin, William",MATH 2211,2.06,18,NULL,5,2,4,1,5,0,17,38.9,0,0,5,0,0,2,0,0,4,0,1,5,2020,Spring,16290,2.81,18,NULL,6,5,2,2,1,0,16,27.8,0,0,6,0,0,5,0,0,2,0,2,1,0.75
2019,Spring,16927,"Mcginnis, Diana",MATH 2212,2.33,26,NULL,7,6,3,4,4,0,24,38.5,0,0,7,0,0,6,0,0,3,0,4,4,2020,Spring,16294,2.9,25,NULL,9,6,3,1,2,0,21,28,0,0,9,0,0,6,0,0,3,0,1,2,0.5699999999999998
2019,Spring,16927,"Mcginnis, Diana",MATH 2212,2.33,26,NULL,7,6,3,4,4,0,24,38.5,0,0,7,0,0,6,0,0,3,0,4,4,2020,Spring,17257,3.29,17,NULL,9,3,0,1,1,0,14,29.4,0,0,9,0,0,3,0,0,0,0,1,1,0.96
2019,Spring,16929,"Weber, John",MATH 2215,2,14,NULL,3,3,3,1,4,0,14,35.7,0,0,3,0,0,3,0,0,3,0,1,4,2020,Spring,16297,2.62,14,NULL,3,7,0,1,2,0,13,28.6,0,0,3,0,0,7,0,0,0,0,1,2,0.6200000000000001
2019,Spring,16931,"Mcginnis, Diana",MATH 2420,2,23,NULL,4,6,4,2,6,0,22,39.1,0,0,4,0,0,6,0,0,4,0,2,6,2020,Spring,16299,2.86,11,NULL,2,2,3,0,0,0,7,36.4,0,0,2,0,0,2,0,0,3,0,0,0,0.8599999999999999
2019,Spring,16933,"Reddivari, Sahithya",ENGR 1603,2.05,22,NULL,4,5,2,4,4,0,19,50,0,0,4,0,0,5,0,0,2,0,4,4,2020,Spring,16300,2.89,10,NULL,3,2,4,0,0,0,9,10,0,0,3,0,0,2,0,0,4,0,0,0,0.8400000000000003
2019,Spring,16933,"Reddivari, Sahithya",ENGR 1603,2.05,22,NULL,4,5,2,4,4,0,19,50,0,0,4,0,0,5,0,0,2,0,4,4,2020,Spring,21617,2.58,14,NULL,5,2,2,1,2,0,12,35.7,0,0,5,0,0,2,0,0,2,0,1,2,0.5300000000000002
2019,Spring,16933,"Reddivari, Sahithya",ENGR 1603,2.05,22,NULL,4,5,2,4,4,0,19,50,0,0,4,0,0,5,0,0,2,0,4,4,2020,Spring,21618,2.5,18,NULL,6,3,3,1,3,0,16,33.3,0,0,6,0,0,3,0,0,3,0,1,3,0.4500000000000002
2019,Spring,16934,"Honkan, Anant",ENGR 1211,2.53,18,NULL,4,6,3,3,1,0,17,27.8,0,0,4,0,0,6,0,0,3,0,3,1,2020,Spring,16301,1.4,6,NULL,1,1,0,0,3,0,5,66.7,0,0,1,0,0,1,0,0,0,0,0,3,-1.13
2019,Spring,16934,"Honkan, Anant",ENGR 1211,2.53,18,NULL,4,6,3,3,1,0,17,27.8,0,0,4,0,0,6,0,0,3,0,3,1,2020,Spring,16302,1.9,12,NULL,2,2,2,1,3,0,10,50,0,0,2,0,0,2,0,0,2,0,1,3,-0.6299999999999999
2019,Spring,16934,"Honkan, Anant",ENGR 1211,2.53,18,NULL,4,6,3,3,1,0,17,27.8,0,0,4,0,0,6,0,0,3,0,3,1,2020,Spring,21615,1.75,9,NULL,2,1,1,1,3,0,8,55.6,0,0,2,0,0,1,0,0,1,0,1,3,-0.7799999999999998
2019,Spring,16935,"Honkan, Anant",ENGR 1211,2.77,18,NULL,7,2,1,0,3,0,13,44.4,0,0,7,0,0,2,0,0,1,0,0,3,2020,Spring,16301,1.4,6,NULL,1,1,0,0,3,0,5,66.7,0,0,1,0,0,1,0,0,0,0,0,3,-1.37
2019,Spring,16935,"Honkan, Anant",ENGR 1211,2.77,18,NULL,7,2,1,0,3,0,13,44.4,0,0,7,0,0,2,0,0,1,0,0,3,2020,Spring,16302,1.9,12,NULL,2,2,2,1,3,0,10,50,0,0,2,0,0,2,0,0,2,0,1,3,-0.8700000000000001
