year_fall,term_fall,crn_fall,professor,course,gpa_fall,n_students_fall,instruction_method_fall,course_modality_fall,As_fall,Bs_fall,Cs_fall,Ds_fall,Fs_fall,withdrawal_while_failing_fall,As_through_WFs_fall,DWFs_fall,other_fall,A_plus_fall,A_regular_fall,A_minus_fall,B_plus_fall,B_regular_fall,B_minus_fall,C_plus_fall,C_regular_fall,C_minus_fall,D_regular_fall,F_regular_fall,term_year_fall,term_year_ordered_fall,course_prefix_fall,course_pnbr_fall,course_level_fall,year_spring,term_spring,crn_spring,gpa_spring,n_students_spring,instruction_method_spring,course_modality_spring,As_spring,Bs_spring,Cs_spring,Ds_spring,Fs_spring,withdrawal_while_failing_spring,As_through_WFs_spring,DWFs_spring,other_spring,A_plus_spring,A_regular_spring,A_minus_spring,B_plus_spring,B_regular_spring,B_minus_spring,C_plus_spring,C_regular_spring,C_minus_spring,D_regular_spring,F_regular_spring,term_year_spring,term_year_ordered_spring,course_prefix_spring,course_pnbr_spring,course_level_spring,diff,academic_year,course_modality,course_level
2019,Fall,88903,"Adesesan, Olufunmilayo",EPRS 4900,3.24,31,E,Online,14,9,6,0,0,0,29,3.2,1,4,8,2,1,2,6,2,1,3,0,0,Fall 2019,5,EPRS ,4900,Undergraduate,2020,Spring,17106,3.67,30,E,Online,21,4,1,0,1,0,27,13.3,0,8,11,2,1,1,2,0,0,1,0,1,Spring 2020,6,EPRS ,4900,Undergraduate,0.4299999999999997,2019-2020,Online,Undergraduate
2019,Fall,88904,"Taylor, Beverley",LT 7150,3.67,25,E,Online,15,7,1,0,1,0,24,4,1,12,3,0,5,1,1,1,0,0,0,1,Fall 2019,5,LT ,7150,Graduate,2020,Spring,21960,4,22,E,Online,18,2,1,0,0,0,21,4.6,0,16,0,2,0,1,1,0,1,0,0,0,Spring 2020,6,LT ,7150,Graduate,0.33000000000000007,2019-2020,Online,Graduate
2019,Fall,88906,"Mcnamara, Kenneth",ENGL 1101,2,17,NULL,?,4,3,2,1,5,0,15,47.1,0,0,4,0,0,3,0,0,2,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18088,3.22,18,NULL,?,9,6,2,0,1,0,18,5.6,0,0,9,0,0,6,0,0,2,0,0,1,Spring 2020,6,ENGL ,1101,Undergraduate,1.2200000000000002,2019-2020,?,Undergraduate
2019,Fall,88906,"Mcnamara, Kenneth",ENGL 1101,2,17,NULL,?,4,3,2,1,5,0,15,47.1,0,0,4,0,0,3,0,0,2,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,19032,3.08,15,NULL,?,8,1,1,0,2,0,12,13.3,3,0,8,0,0,1,0,0,1,0,0,2,Spring 2020,6,ENGL ,1101,Undergraduate,1.08,2019-2020,?,Undergraduate
2019,Fall,88906,"Mcnamara, Kenneth",ENGL 1101,2,17,NULL,?,4,3,2,1,5,0,15,47.1,0,0,4,0,0,3,0,0,2,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,22161,3.38,23,E,Online,17,1,0,0,3,0,21,17.4,1,0,17,0,0,1,0,0,0,0,0,3,Spring 2020,6,ENGL ,1101,Undergraduate,1.38,2019-2020,?,Undergraduate
2019,Fall,88907,"Mcnamara, Kenneth",ENGL 0999,2.67,17,NULL,?,10,0,0,0,5,0,15,41.2,0,0,10,0,0,0,0,0,0,0,0,5,Fall 2019,5,ENGL ,0999,Undergraduate,2020,Spring,18089,3.56,18,NULL,?,13,4,0,0,1,0,18,5.6,0,0,13,0,0,4,0,0,0,0,0,1,Spring 2020,6,ENGL ,0999,Undergraduate,0.8900000000000001,2019-2020,?,Undergraduate
2019,Fall,88907,"Mcnamara, Kenneth",ENGL 0999,2.67,17,NULL,?,10,0,0,0,5,0,15,41.2,0,0,10,0,0,0,0,0,0,0,0,5,Fall 2019,5,ENGL ,0999,Undergraduate,2020,Spring,19033,3.08,15,NULL,?,8,1,1,0,2,0,12,13.3,3,0,8,0,0,1,0,0,1,0,0,2,Spring 2020,6,ENGL ,0999,Undergraduate,0.41000000000000014,2019-2020,?,Undergraduate
2019,Fall,88908,"Stewart, Ann",ART 1301,2.37,28,E,Online,9,6,4,2,6,0,27,32.1,0,0,9,0,0,6,0,0,4,0,2,6,Fall 2019,5,ART ,1301,Undergraduate,2020,Spring,16739,3.11,30,E,Online,13,8,3,2,1,0,27,20,0,0,13,0,0,8,0,0,3,0,2,1,Spring 2020,6,ART ,1301,Undergraduate,0.7399999999999998,2019-2020,Online,Undergraduate
2019,Fall,88913,"Davison, Mary",BIOL 2110,1.75,21,NULL,?,5,1,5,2,7,0,20,47.6,0,0,5,0,0,1,0,0,5,0,2,7,Fall 2019,5,BIOL ,2110,Undergraduate,2020,Spring,15358,2.71,24,NULL,?,6,9,2,2,2,0,21,29.2,0,0,6,0,0,9,0,0,2,0,2,2,Spring 2020,6,BIOL ,2110,Undergraduate,0.96,2019-2020,?,Undergraduate
2019,Fall,88946,"Bennett, Christina",RELS 2001,2.73,28,E,Online,8,5,6,1,2,0,22,25,2,0,8,0,0,5,0,0,6,0,1,2,Fall 2019,5,RELS ,2001,Undergraduate,2020,Spring,20401,2.81,24,E,Online,10,5,1,2,3,0,21,33.3,0,0,10,0,0,5,0,0,1,0,2,3,Spring 2020,6,RELS ,2001,Undergraduate,0.08000000000000007,2019-2020,Online,Undergraduate
2019,Fall,88950,"Welch, Shellie",ENGL 1101,1.56,20,NULL,?,0,6,5,0,7,0,18,40,1,0,0,0,0,6,0,0,5,0,0,7,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,17138,1.69,16,NULL,?,3,3,3,0,7,0,16,43.8,0,0,3,0,0,3,0,0,3,0,0,7,Spring 2020,6,ENGL ,1101,Undergraduate,0.1299999999999999,2019-2020,?,Undergraduate
2019,Fall,88952,"Campagna, Chris",MK 3010,3.32,37,H,Hybrid,16,16,3,2,0,0,37,5.4,0,3,9,4,9,6,1,3,0,0,2,0,Fall 2019,5,MK ,3010,Undergraduate,2020,Spring,13290,3.38,39,H,Hybrid,16,19,4,0,0,0,39,0,0,4,10,2,10,8,1,1,2,1,0,0,Spring 2020,6,MK ,3010,Undergraduate,0.06000000000000005,2019-2020,Hybrid,Undergraduate
2019,Fall,88952,"Campagna, Chris",MK 3010,3.32,37,H,Hybrid,16,16,3,2,0,0,37,5.4,0,3,9,4,9,6,1,3,0,0,2,0,Fall 2019,5,MK ,3010,Undergraduate,2020,Spring,13848,3.37,39,H,Hybrid,14,20,4,0,0,0,38,0,1,2,10,2,11,8,1,2,2,0,0,0,Spring 2020,6,MK ,3010,Undergraduate,0.050000000000000266,2019-2020,Hybrid,Undergraduate
2019,Fall,88953,"Jones, Lee",ENGL 1102,2.1,23,E,Online,4,6,3,2,5,0,20,43.5,0,0,4,0,0,6,0,0,3,0,2,5,Fall 2019,5,ENGL ,1102,Undergraduate,2020,Spring,17072,3.31,19,E,Online,10,3,1,2,0,0,16,26.3,0,0,10,0,0,3,0,0,1,0,2,0,Spring 2020,6,ENGL ,1102,Undergraduate,1.21,2019-2020,Online,Undergraduate
2019,Fall,88954,"Brown, Kristin",SW 2000,3.56,30,E,Online,19,6,1,0,1,0,27,13.3,0,0,19,0,0,6,0,0,1,0,0,1,Fall 2019,5,SW ,2000,Undergraduate,2020,Spring,15663,3.04,28,E,Online,18,3,2,0,5,0,28,17.9,0,0,18,0,0,3,0,0,2,0,0,5,Spring 2020,6,SW ,2000,Undergraduate,-0.52,2019-2020,Online,Undergraduate
2019,Fall,88954,"Brown, Kristin",SW 2000,3.56,30,E,Online,19,6,1,0,1,0,27,13.3,0,0,19,0,0,6,0,0,1,0,0,1,Fall 2019,5,SW ,2000,Undergraduate,2020,Spring,15664,3.59,30,E,Online,23,4,0,0,2,0,29,10,0,0,23,0,0,4,0,0,0,0,0,2,Spring 2020,6,SW ,2000,Undergraduate,0.029999999999999805,2019-2020,Online,Undergraduate
2019,Fall,88955,"Hill, Sharon",PMAP 8111,3.24,19,E,Online,9,6,1,0,1,0,17,10.5,1,0,6,3,1,3,2,0,1,0,0,1,Fall 2019,5,PMAP ,8111,Graduate,2020,Spring,13540,3.71,16,T,Face-to-Face,10,4,0,0,0,0,14,6.3,1,2,3,5,4,0,0,0,0,0,0,0,Spring 2020,6,PMAP ,8111,Graduate,0.46999999999999975,2019-2020,Online,Graduate
2019,Fall,88956,"Lahaise, Ulrike",ASTR 1010 L,2.55,31,E,Online,8,3,4,2,3,0,20,51.6,0,0,8,0,0,3,0,0,4,0,2,3,Fall 2019,5,ASTR  L,1010,Undergraduate,2020,Spring,16757,2.65,29,E,Online,11,1,3,0,5,0,20,44.8,1,0,11,0,0,1,0,0,3,0,0,5,Spring 2020,6,ASTR  L,1010,Undergraduate,0.10000000000000009,2019-2020,Online,Undergraduate
2019,Fall,88956,"Lahaise, Ulrike",ASTR 1010 L,2.55,31,E,Online,8,3,4,2,3,0,20,51.6,0,0,8,0,0,3,0,0,4,0,2,3,Fall 2019,5,ASTR  L,1010,Undergraduate,2020,Spring,19422,1.89,30,E,Online,6,2,1,2,7,0,18,63.3,2,0,6,0,0,2,0,0,1,0,2,7,Spring 2020,6,ASTR  L,1010,Undergraduate,-0.6599999999999999,2019-2020,Online,Undergraduate
2019,Fall,88958,"Matthews, Lisa",EDUC 2152,3.73,31,E,Online,24,5,0,0,1,0,30,3.2,1,7,10,7,2,3,0,0,0,0,0,1,Fall 2019,5,EDUC ,2152,Undergraduate,2020,Spring,17280,3.85,30,E,Online,22,4,0,1,0,0,27,13.3,0,12,6,4,2,2,0,0,0,0,1,0,Spring 2020,6,EDUC ,2152,Undergraduate,0.1200000000000001,2019-2020,Online,Undergraduate
2019,Fall,88959,"Booth, Lori",NURS 2010,3.27,49,E,Online,25,12,2,2,3,0,44,18.4,1,3,22,0,4,8,0,1,1,0,2,3,Fall 2019,5,NURS ,2010,Undergraduate,2020,Spring,23183,2.44,17,NA,?,4,4,3,3,2,0,16,29.4,1,0,4,0,3,1,0,2,1,0,3,2,Spring 2020,6,NURS ,2010,Undergraduate,-0.8300000000000001,2019-2020,Online,Undergraduate
2019,Fall,88961,"Bernhardt, Mindy",CRJU 1100,2.54,39,T,Face-to-Face,7,14,8,5,3,0,37,25.6,0,1,3,3,10,2,2,5,3,0,5,3,Fall 2019,5,CRJU ,1100,Undergraduate,2020,Spring,10189,3.04,50,T,Face-to-Face,16,20,8,2,1,0,47,12,0,0,11,5,7,9,4,4,4,0,2,1,Spring 2020,6,CRJU ,1100,Undergraduate,0.5,2019-2020,Face-to-Face,Undergraduate
2019,Fall,88962,"Bernhardt, Mindy",CRJU 3100,2.59,35,T,Face-to-Face,4,15,10,1,2,0,32,11.4,2,0,2,2,4,6,5,6,4,0,1,2,Fall 2019,5,CRJU ,3100,Undergraduate,2020,Spring,10190,3.22,25,T,Face-to-Face,8,13,2,0,0,0,23,8,0,0,3,5,5,4,4,1,1,0,0,0,Spring 2020,6,CRJU ,3100,Undergraduate,0.6300000000000003,2019-2020,Face-to-Face,Undergraduate
2019,Fall,88966,"Malhotra, Charoo",MATH 0999,2.18,30,NULL,?,9,5,4,2,8,0,28,40,0,0,9,0,0,5,0,0,4,0,2,8,Fall 2019,5,MATH ,0999,Undergraduate,2020,Spring,18189,2.92,31,NULL,?,11,6,5,1,2,0,25,29,0,0,11,0,0,6,0,0,5,0,1,2,Spring 2020,6,MATH ,0999,Undergraduate,0.7399999999999998,2019-2020,?,Undergraduate
2019,Fall,88970,"Durrenberger, Melody",PERS 2002,3,17,NULL,?,8,5,1,2,1,0,17,17.7,0,0,8,0,0,5,0,0,1,0,2,1,Fall 2019,5,PERS ,2002,Undergraduate,2020,Spring,17795,3.12,28,NULL,?,14,7,2,0,3,0,26,14.3,1,0,14,0,0,7,0,0,2,0,0,3,Spring 2020,6,PERS ,2002,Undergraduate,0.1200000000000001,2019-2020,?,Undergraduate
2019,Fall,88970,"Durrenberger, Melody",PERS 2002,3,17,NULL,?,8,5,1,2,1,0,17,17.7,0,0,8,0,0,5,0,0,1,0,2,1,Fall 2019,5,PERS ,2002,Undergraduate,2020,Spring,17801,3.33,28,NULL,?,15,8,3,0,1,0,27,3.6,1,0,15,0,0,8,0,0,3,0,0,1,Spring 2020,6,PERS ,2002,Undergraduate,0.33000000000000007,2019-2020,?,Undergraduate
2019,Fall,88974,"Hutchinson, Kenneth",MATH 1001,1.96,23,NULL,?,2,8,5,3,5,0,23,34.8,0,0,2,0,0,8,0,0,5,0,3,5,Fall 2019,5,MATH ,1001,Undergraduate,2020,Spring,15458,1.63,28,NULL,?,4,4,4,3,9,0,24,53.6,1,0,4,0,0,4,0,0,4,0,3,9,Spring 2020,6,MATH ,1001,Undergraduate,-0.33000000000000007,2019-2020,?,Undergraduate
2019,Fall,88975,"Hutchinson, Kenneth",MATH 1001,1.19,23,NULL,?,0,0,12,1,8,0,21,47.8,0,0,0,0,0,0,0,0,12,0,1,8,Fall 2019,5,MATH ,1001,Undergraduate,2020,Spring,15458,1.63,28,NULL,?,4,4,4,3,9,0,24,53.6,1,0,4,0,0,4,0,0,4,0,3,9,Spring 2020,6,MATH ,1001,Undergraduate,0.43999999999999995,2019-2020,?,Undergraduate
2019,Fall,88979,"Lake, Ryan",PHIL 1010,2.86,30,E,Online,10,12,3,1,3,0,29,16.7,0,0,10,0,0,12,0,0,3,0,1,3,Fall 2019,5,PHIL ,1010,Undergraduate,2020,Spring,15974,3.52,30,NULL,?,18,9,1,1,0,0,29,6.7,0,0,18,0,0,9,0,0,1,0,1,0,Spring 2020,6,PHIL ,1010,Undergraduate,0.6600000000000001,2019-2020,Online,Undergraduate
2019,Fall,88979,"Lake, Ryan",PHIL 1010,2.86,30,E,Online,10,12,3,1,3,0,29,16.7,0,0,10,0,0,12,0,0,3,0,1,3,Fall 2019,5,PHIL ,1010,Undergraduate,2020,Spring,16621,3.36,29,E,Online,17,6,4,0,1,0,28,6.9,0,0,17,0,0,6,0,0,4,0,0,1,Spring 2020,6,PHIL ,1010,Undergraduate,0.5,2019-2020,Online,Undergraduate
2019,Fall,88979,"Lake, Ryan",PHIL 1010,2.86,30,E,Online,10,12,3,1,3,0,29,16.7,0,0,10,0,0,12,0,0,3,0,1,3,Fall 2019,5,PHIL ,1010,Undergraduate,2020,Spring,17145,3.6,30,E,Online,21,6,3,0,0,0,30,0,0,0,21,0,0,6,0,0,3,0,0,0,Spring 2020,6,PHIL ,1010,Undergraduate,0.7400000000000002,2019-2020,Online,Undergraduate
2019,Fall,88979,"Lake, Ryan",PHIL 1010,2.86,30,E,Online,10,12,3,1,3,0,29,16.7,0,0,10,0,0,12,0,0,3,0,1,3,Fall 2019,5,PHIL ,1010,Undergraduate,2020,Spring,19642,3.45,30,NULL,?,16,10,3,0,0,0,29,3.3,0,0,16,0,0,10,0,0,3,0,0,0,Spring 2020,6,PHIL ,1010,Undergraduate,0.5900000000000003,2019-2020,Online,Undergraduate
2019,Fall,88980,"Morgan, Andrea",SCOM 1000,2.76,25,E,Online,8,9,5,0,3,0,25,12,0,0,8,0,0,9,0,0,5,0,0,3,Fall 2019,5,SCOM ,1000,Undergraduate,2020,Spring,16713,2.42,25,E,Online,4,8,7,4,1,0,24,24,0,0,4,0,0,8,0,0,7,0,4,1,Spring 2020,6,SCOM ,1000,Undergraduate,-0.33999999999999986,2019-2020,Online,Undergraduate
2019,Fall,88980,"Morgan, Andrea",SCOM 1000,2.76,25,E,Online,8,9,5,0,3,0,25,12,0,0,8,0,0,9,0,0,5,0,0,3,Fall 2019,5,SCOM ,1000,Undergraduate,2020,Spring,16715,2.73,24,E,Online,9,3,6,3,1,0,22,25,0,0,9,0,0,3,0,0,6,0,3,1,Spring 2020,6,SCOM ,1000,Undergraduate,-0.029999999999999805,2019-2020,Online,Undergraduate
2019,Fall,88982,"Welch, Shellie",ENGL 0999,1.56,20,NULL,?,0,6,5,0,7,0,18,40,1,0,0,0,0,6,0,0,5,0,0,7,Fall 2019,5,ENGL ,0999,Undergraduate,2020,Spring,20823,1.53,15,NULL,?,2,3,3,0,7,0,15,46.7,0,0,2,0,0,3,0,0,3,0,0,7,Spring 2020,6,ENGL ,0999,Undergraduate,-0.030000000000000027,2019-2020,?,Undergraduate
2019,Fall,89013,"Law, Yvonne",MATH 0999,1.6,27,NULL,?,5,2,3,0,10,0,20,63,0,0,5,0,0,2,0,0,3,0,0,10,Fall 2019,5,MATH ,0999,Undergraduate,2020,Spring,15918,1.71,28,NULL,?,2,4,2,0,6,0,14,71.4,0,0,2,0,0,4,0,0,2,0,0,6,Spring 2020,6,MATH ,0999,Undergraduate,0.10999999999999988,2019-2020,?,Undergraduate
2019,Fall,89014,"Schroen, Charles",ENGL 1101,2.67,16,NULL,?,4,2,4,2,0,0,12,12.5,4,0,4,0,0,2,0,0,4,0,2,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15390,2.17,24,NULL,?,1,6,12,4,0,0,23,16.7,1,0,1,0,0,6,0,0,12,0,4,0,Spring 2020,6,ENGL ,1101,Undergraduate,-0.5,2019-2020,?,Undergraduate
2019,Fall,89014,"Schroen, Charles",ENGL 1101,2.67,16,NULL,?,4,2,4,2,0,0,12,12.5,4,0,4,0,0,2,0,0,4,0,2,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,19706,1.87,18,NULL,?,1,4,2,8,0,0,15,55.6,1,0,1,0,0,4,0,0,2,0,8,0,Spring 2020,6,ENGL ,1101,Undergraduate,-0.7999999999999998,2019-2020,?,Undergraduate
2019,Fall,89014,"Schroen, Charles",ENGL 1101,2.67,16,NULL,?,4,2,4,2,0,0,12,12.5,4,0,4,0,0,2,0,0,4,0,2,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,19861,1.71,9,NULL,?,0,1,3,3,0,0,7,44.4,1,0,0,0,0,1,0,0,3,0,3,0,Spring 2020,6,ENGL ,1101,Undergraduate,-0.96,2019-2020,?,Undergraduate
2019,Fall,89023,"Harrell, Sarah",ENGL 1101,2.67,6,NULL,?,1,3,1,1,0,0,6,16.7,0,0,1,0,0,3,0,0,1,0,1,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15010,1.8,17,NULL,?,3,1,3,6,2,0,15,52.9,1,0,3,0,0,1,0,0,3,0,6,2,Spring 2020,6,ENGL ,1101,Undergraduate,-0.8699999999999999,2019-2020,?,Undergraduate
2019,Fall,89023,"Harrell, Sarah",ENGL 1101,2.67,6,NULL,?,1,3,1,1,0,0,6,16.7,0,0,1,0,0,3,0,0,1,0,1,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18099,1.69,15,NULL,?,3,3,0,1,6,0,13,60,0,0,3,0,0,3,0,0,0,0,1,6,Spring 2020,6,ENGL ,1101,Undergraduate,-0.98,2019-2020,?,Undergraduate
2019,Fall,89023,"Harrell, Sarah",ENGL 1101,2.67,6,NULL,?,1,3,1,1,0,0,6,16.7,0,0,1,0,0,3,0,0,1,0,1,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,22842,2.69,20,NULL,?,7,4,1,1,3,0,16,35,1,0,7,0,0,4,0,0,1,0,1,3,Spring 2020,6,ENGL ,1101,Undergraduate,0.020000000000000018,2019-2020,?,Undergraduate
2019,Fall,89027,"Harris, Carol",ENGL 1101,3.14,23,NULL,?,11,7,1,2,1,0,22,17.4,0,0,11,0,0,7,0,0,1,0,2,1,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,17214,2,15,NULL,?,2,3,2,1,3,0,11,53.3,0,0,2,0,0,3,0,0,2,0,1,3,Spring 2020,6,ENGL ,1101,Undergraduate,-1.1400000000000001,2019-2020,?,Undergraduate
2019,Fall,89030,"Girmay, David",MATH 1001,1.58,26,E,Online,3,3,4,1,8,0,19,53.9,2,0,3,0,0,3,0,0,4,0,1,8,Fall 2019,5,MATH ,1001,Undergraduate,2020,Spring,15905,1.76,24,E,Online,2,6,5,1,7,0,21,41.7,1,0,2,0,0,6,0,0,5,0,1,7,Spring 2020,6,MATH ,1001,Undergraduate,0.17999999999999994,2019-2020,Online,Undergraduate
2019,Fall,89030,"Girmay, David",MATH 1001,1.58,26,E,Online,3,3,4,1,8,0,19,53.9,2,0,3,0,0,3,0,0,4,0,1,8,Fall 2019,5,MATH ,1001,Undergraduate,2020,Spring,15906,1.89,27,E,Online,3,5,4,1,6,0,19,48.2,2,0,3,0,0,5,0,0,4,0,1,6,Spring 2020,6,MATH ,1001,Undergraduate,0.30999999999999983,2019-2020,Online,Undergraduate
2019,Fall,89042,"Bales, Kevin",MUA 1500,3.22,120,E,Online,65,23,13,6,6,0,113,15,1,17,33,15,9,8,6,7,4,2,6,6,Fall 2019,5,MUA ,1500,Undergraduate,2020,Spring,20541,3.65,117,E,Online,77,15,8,3,1,0,104,7.7,8,27,40,10,10,4,1,2,4,2,3,1,Spring 2020,6,MUA ,1500,Undergraduate,0.4299999999999997,2019-2020,Online,Undergraduate
2019,Fall,89042,"Bales, Kevin",MUA 1500,3.22,120,E,Online,65,23,13,6,6,0,113,15,1,17,33,15,9,8,6,7,4,2,6,6,Fall 2019,5,MUA ,1500,Undergraduate,2020,Spring,22417,3.49,120,E,Online,76,14,7,7,2,0,106,15,5,15,54,7,6,5,3,3,1,3,7,2,Spring 2020,6,MUA ,1500,Undergraduate,0.27,2019-2020,Online,Undergraduate
2019,Fall,89044,"Richardson, Valora",LT 7100,3.92,16,E,Online,10,3,0,0,0,0,13,12.5,1,6,4,0,1,2,0,0,0,0,0,0,Fall 2019,5,LT ,7100,Graduate,2020,Spring,19013,4.17,13,E,Online,11,1,0,0,0,0,12,7.7,0,9,1,1,1,0,0,0,0,0,0,0,Spring 2020,6,LT ,7100,Graduate,0.25,2019-2020,Online,Graduate
2019,Fall,89046,"Bost, Lynne",ENGL 1101,2.6,22,E,Online,8,2,7,0,3,0,20,22.7,0,0,8,0,0,2,0,0,7,0,0,3,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15411,2.5,23,NULL,?,8,3,2,0,5,0,18,39.1,1,0,8,0,0,3,0,0,2,0,0,5,Spring 2020,6,ENGL ,1101,Undergraduate,-0.10000000000000009,2019-2020,Online,Undergraduate
2019,Fall,89046,"Bost, Lynne",ENGL 1101,2.6,22,E,Online,8,2,7,0,3,0,20,22.7,0,0,8,0,0,2,0,0,7,0,0,3,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,16136,2.9,24,E,Online,10,2,6,0,2,0,20,25,0,0,10,0,0,2,0,0,6,0,0,2,Spring 2020,6,ENGL ,1101,Undergraduate,0.2999999999999998,2019-2020,Online,Undergraduate
2019,Fall,89046,"Bost, Lynne",ENGL 1101,2.6,22,E,Online,8,2,7,0,3,0,20,22.7,0,0,8,0,0,2,0,0,7,0,0,3,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18984,1.35,22,E,Online,1,6,2,1,10,0,20,59.1,0,0,1,0,0,6,0,0,2,0,1,10,Spring 2020,6,ENGL ,1101,Undergraduate,-1.25,2019-2020,Online,Undergraduate
2019,Fall,89046,"Bost, Lynne",ENGL 1101,2.6,22,E,Online,8,2,7,0,3,0,20,22.7,0,0,8,0,0,2,0,0,7,0,0,3,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,20918,3.36,12,NULL,?,7,3,0,0,1,0,11,16.7,0,0,7,0,0,3,0,0,0,0,0,1,Spring 2020,6,ENGL ,1101,Undergraduate,0.7599999999999998,2019-2020,Online,Undergraduate
2019,Fall,89048,"Girmay, David",MATH 0997,2,26,E,Online,5,4,3,0,7,0,19,46.2,2,0,5,0,0,4,0,0,3,0,0,7,Fall 2019,5,MATH ,0997,Undergraduate,2020,Spring,18134,2.19,24,E,Online,6,6,2,0,7,0,21,37.5,1,0,6,0,0,6,0,0,2,0,0,7,Spring 2020,6,MATH ,0997,Undergraduate,0.18999999999999995,2019-2020,Online,Undergraduate
2019,Fall,89048,"Girmay, David",MATH 0997,2,26,E,Online,5,4,3,0,7,0,19,46.2,2,0,5,0,0,4,0,0,3,0,0,7,Fall 2019,5,MATH ,0997,Undergraduate,2020,Spring,19025,1.95,27,E,Online,3,7,2,0,7,0,19,48.2,2,0,3,0,0,7,0,0,2,0,0,7,Spring 2020,6,MATH ,0997,Undergraduate,-0.050000000000000044,2019-2020,Online,Undergraduate
2019,Fall,89049,"Brotherton, Timothy",ENGL 1101,2.13,8,NULL,?,0,5,1,0,2,0,8,25,0,0,0,0,0,5,0,0,1,0,0,2,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,14998,1.95,24,NULL,?,1,7,4,10,0,0,22,50,0,0,1,0,0,7,0,0,4,0,10,0,Spring 2020,6,ENGL ,1101,Undergraduate,-0.17999999999999994,2019-2020,?,Undergraduate
2019,Fall,89049,"Brotherton, Timothy",ENGL 1101,2.13,8,NULL,?,0,5,1,0,2,0,8,25,0,0,0,0,0,5,0,0,1,0,0,2,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18094,2.13,23,NULL,?,4,1,4,7,0,0,16,52.2,2,0,4,0,0,1,0,0,4,0,7,0,Spring 2020,6,ENGL ,1101,Undergraduate,0,2019-2020,?,Undergraduate
2019,Fall,89050,"Colvin, Christopher",ENGL 0999,1.71,19,NULL,?,2,3,5,2,5,0,17,47.4,0,0,2,0,0,3,0,0,5,0,2,5,Fall 2019,5,ENGL ,0999,Undergraduate,2020,Spring,15280,1.21,19,NULL,?,0,1,5,4,4,0,14,68.4,0,0,0,0,0,1,0,0,5,0,4,4,Spring 2020,6,ENGL ,0999,Undergraduate,-0.5,2019-2020,?,Undergraduate
2019,Fall,89051,"Rose, Nicolette",ENGL 1101,1.3,21,NULL,?,0,0,12,2,6,0,20,42.9,0,0,0,0,0,0,0,0,12,0,2,6,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15299,1.86,20,NULL,?,1,2,8,0,3,0,14,30,3,0,1,0,0,2,0,0,8,0,0,3,Spring 2020,6,ENGL ,1101,Undergraduate,0.56,2019-2020,?,Undergraduate
2019,Fall,89051,"Rose, Nicolette",ENGL 1101,1.3,21,NULL,?,0,0,12,2,6,0,20,42.9,0,0,0,0,0,0,0,0,12,0,2,6,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15300,2.41,23,NULL,?,2,3,12,0,0,0,17,26.1,0,0,2,0,0,3,0,0,12,0,0,0,Spring 2020,6,ENGL ,1101,Undergraduate,1.11,2019-2020,?,Undergraduate
2019,Fall,89056,"Novokshanova, Euguenia",ENGL 1101,3.47,24,E,Online,12,4,3,0,0,0,19,20.8,0,0,12,0,0,4,0,0,3,0,0,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15568,2.38,16,NULL,?,5,1,4,0,3,0,13,31.3,1,0,5,0,0,1,0,0,4,0,0,3,Spring 2020,6,ENGL ,1101,Undergraduate,-1.0900000000000003,2019-2020,Online,Undergraduate
2019,Fall,89056,"Novokshanova, Euguenia",ENGL 1101,3.47,24,E,Online,12,4,3,0,0,0,19,20.8,0,0,12,0,0,4,0,0,3,0,0,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15569,2.35,23,NULL,?,7,4,2,3,4,0,20,39.1,1,0,7,0,0,4,0,0,2,0,3,4,Spring 2020,6,ENGL ,1101,Undergraduate,-1.12,2019-2020,Online,Undergraduate
